title,link,price
b'3 BR/2.5 BA Home on a Corner Lot in Sought After Spanish Fort Estates',mobile.craigslist.org/reb/5964051321.html,309000
"b'Luxury Living on this 4 Bedroom Home in Moss Oaks Villa, Fairhope'",mobile.craigslist.org/reb/5964062394.html,970000
b'Cozy 3 Bedroom Farmhouse Situated Right on County Road 64!',mobile.craigslist.org/reb/5964051192.html,149900
"b'GRAND 4 Bedroom Home on Three Acres in Blakeley Forest, Spanish Fort!'",mobile.craigslist.org/reb/5964051087.html,685000
b'4 BR/3 BA Home on 9.5 Pristine Acres of Land Super Close to Town',mobile.craigslist.org/reb/5964028875.html,595000
b'Commercial Property with Acreage &amp; 4 Bedroom Home in Loxley',mobile.craigslist.org/reb/5964050163.html,599000
b'Beautiful 4 Bedroom Home with Acreage and In-Law-Suite',mobile.craigslist.org/reb/5964024160.html,369900
b'Move in ready 3 Bedroom Home with Deeded Bay Access in Old Daphne',mobile.craigslist.org/reb/5964029046.html,169900
b'Beautiful 4 Bedroom Craftsman Home walking distance to Fairhope!',mobile.craigslist.org/reb/5964022941.html,638000
b'Spanish Fort Home For Sale in Stonebrook',mobile.craigslist.org/reb/5956314433.html,187500
b'\xe2\x96\xba\xe2\x96\xba\xe2\x96\xbaBANK OWNED\xe2\x97\x84\xe2\x97\x84\xe2\x97\x84 US HWY 31 Commercial',mobile.craigslist.org/reo/5928721756.html,39900
"b""Waterfront 3BR home - lakefront living at it's finest!""",mobile.craigslist.org/reb/5963597537.html,299000
b'GORGEOUS 3BR Cedar Log Chalet!',mobile.craigslist.org/reb/5963581057.html,625000
"b""5BR Mediterranean Sophistication at it's Finest!!""",mobile.craigslist.org/reb/5963574649.html,2250000
b'Lot on Azalea Court in Timbercreek!',mobile.craigslist.org/reb/5963420655.html,45000
b'Lot on Pine Court in Timbercreek!',mobile.craigslist.org/reb/5963353338.html,50000
b'Priced for a 7-day sale',mobile.craigslist.org/reo/5963330003.html,0
b'Mobile Home For Sale in Elberta',mobile.craigslist.org/reb/5963231601.html,59900
b'LA LA Land',mobile.craigslist.org/reo/5963223928.html,0
"b'3 BR Manufactured home, Needs TLC'",mobile.craigslist.org/reo/5963017294.html,0
b'2006 Indies 16x90 3bd/2bth Zone II',mobile.craigslist.org/reo/5963058424.html,29500
"b""STEAL MY HOUSE! I'M WILLING  TO SELL CHEAP""",mobile.craigslist.org/reo/5963030640.html,0
"b'Brick Home on 40 Acres, Robertsdale'",mobile.craigslist.org/reb/5926020522.html,
b'Beautiful Property- MAKE OFFER',mobile.craigslist.org/reo/5924121944.html,36500
"b'3.53 acres with large home for sale $149,000'",mobile.craigslist.org/reo/5944573613.html,0
b'Great 3 Bedroom Home with Huge Detached Bonus Room',mobile.craigslist.org/reb/5962462785.html,182500
b'3 Acres Land w/ 1800 Sqft Warehouse Near Fish River',mobile.craigslist.org/reb/5962480605.html,150000
b'Nearly 10-Acre Prime Commercial Property on Highway 59!',mobile.craigslist.org/reb/5962462436.html,1500000
b'Clean and Well Maintained 3 Bedroom Home in Robertsdale',mobile.craigslist.org/reb/5962480361.html,73900
b'Completely Remodeled 3 Bedroom Home on Fish River!',mobile.craigslist.org/reb/5962462242.html,519900
"b'Great 3 Bedroom Brick Home with New Roof in Edgewood Place, Mobile!'",mobile.craigslist.org/reb/5962480791.html,114900
b'NEW LISTING! 6+ Commercially-Zoned Acres on Highway 98 in Foley!',mobile.craigslist.org/reb/5962480986.html,449000
b'Adorable move-in ready 3 Bedroom Home in Citronelle',mobile.craigslist.org/reb/5962447529.html,138000
b'Price Reduced! Beautiful Home with In-Ground Pool in Lake Forest!',mobile.craigslist.org/reb/5962481155.html,199900
b'Adorable &amp; Super Affordable 4 Bedroom Home in Robertsdale',mobile.craigslist.org/reb/5962462619.html,139900
b'Creole-Style 4 Bedroom Home on 5.5 Acres in Fairhope!',mobile.craigslist.org/reb/5962461847.html,500000
b'Huge 4 Bedroom Home in the Beautiful Fairhope Countryside!',mobile.craigslist.org/reb/5962447541.html,275000
b'4 Bedroom Custom Home with Endless Pool and Deeded Boat Slip',mobile.craigslist.org/reb/5962420506.html,539000
"b""Turn-Key 3 Bedroom Home in Daphne's Old Field Subdivision!""",mobile.craigslist.org/reb/5962447573.html,229900
b'Beautiful 3 Bedroom Brick Home with Sunroom in Greenwood Park!',mobile.craigslist.org/reb/5962420657.html,279900
b'Gorgeous 3 Bedroom Home in the Fruit and Nut District of Fairhope',mobile.craigslist.org/reb/5962419977.html,499000
"b'Cozy 3 Bedroom Cottage in Airey Heights Subdivision, Fairhope!'",mobile.craigslist.org/reb/5962448136.html,225000
b'6 Bedroom Farmhouse on Nearly 7 Acres in Robertsdale!',mobile.craigslist.org/reb/5962420221.html,229900
"b'3 Bedroom Brick Home in Magnolia Village, Mobile!'",mobile.craigslist.org/reb/5962420348.html,169900
b'Commercial Property For Sale With Building!',mobile.craigslist.org/reo/5948402251.html,0
"b'20K Instant Equity ""WOW"" Factor'",mobile.craigslist.org/reo/5961802703.html,0
b'1.61 Acre in Robertsdale. Water front!!!',mobile.craigslist.org/reb/5961723358.html,34900
b'Beautiful Brick Home Near Beach!',mobile.craigslist.org/reo/5961686494.html,194900
b'BANK OWNED!! 39 ACRES!',mobile.craigslist.org/reb/5931640109.html,299990
b'I HAVE to sell this house',mobile.craigslist.org/reo/5961475147.html,0
"b'1+ Acre, Walk to Downtown Fairhope $102,000'",mobile.craigslist.org/reb/5926005012.html,0
"b'1/1 Home by Fish River, Summerdale $45,000'",mobile.craigslist.org/reb/5926025010.html,0
"b""Don't miss this opportunity, 2/2 downstairs with huge loft upstairs th... 3 Beds""",mobile.craigslist.org/reb/5961423153.html,235000
"b'Lot 104 For Sale, Creekwood Place, $14,900'",mobile.craigslist.org/reb/5925995616.html,0
"b'Crystal Orchard Lot 117, Loxley, AL $22,900'",mobile.craigslist.org/reb/5926001121.html,0
b'24 Acres on Hwy 98 in Fairhope',mobile.craigslist.org/reb/5925944433.html,0
"b'Lot 105 For Sale, Creekwood Place, Loxley $14,900'",mobile.craigslist.org/reb/5925975116.html,0
"b'Waterfront lot Woolmarket Lake Road, Biloxi'",mobile.craigslist.org/reo/5961373175.html,0
b'Home Mortage Consultant',mobile.craigslist.org/reo/5960939779.html,0
b'Great Investment Opportunity- Fixer Upper',mobile.craigslist.org/reo/5960724776.html,55000
b'Mini-Farm  House &amp; 8 Ac.',mobile.craigslist.org/reo/5960277450.html,0
b'3 Bedroom 2 Bath Home in Hunters Cove',mobile.craigslist.org/reb/5924074397.html,159900
b'2.94 Acres for Sale on Jeff Hamilton Rd',mobile.craigslist.org/reb/5922811963.html,125000
b'1 Acre Lot for Sale on Jeff Hamilton Rd',mobile.craigslist.org/reb/5922795720.html,50000
b'Theodore 3/2',mobile.craigslist.org/reo/5926453648.html,132000
b'Saraland 4/2',mobile.craigslist.org/reo/5926453276.html,129900
b'Buy Wood-Look Luxury Vinyl Plank for $2.99/sq ft Get Installation FREE',mobile.craigslist.org/reo/5947084612.html,0
b'Brand new room of carpet for $175',mobile.craigslist.org/reo/5947102208.html,0
b'**Beautiful lot in the Fruit and Nut District**',mobile.craigslist.org/reb/5954259645.html,239000
"b'**Vast, Beautiful Home with In-Ground Pool in Lake Forest!**'",mobile.craigslist.org/reb/5954259702.html,205000
b'**Walkable Lot Close to Downtown Fairhope**',mobile.craigslist.org/reb/5954248091.html,159000
b'**Luxury Fort Morgan Gulf Front Duplex Condo**',mobile.craigslist.org/reb/5954259576.html,1090000
b'**Excellent Condition Mobile Home on 7+ Acres in Robertsdale!**',mobile.craigslist.org/reb/5954259486.html,139000
"b""**Spacious Pool Home in Mobile's Skyline Woods!**""",mobile.craigslist.org/reb/5954259783.html,247000
b'**Unparalleled Privacy Overlooking the Lakewood Golf Course!**',mobile.craigslist.org/reb/5954240204.html,1750000
b'**A Piece of History with this Beauty**',mobile.craigslist.org/reb/5954247889.html,500000
b'**Private Country Living in the Heart of Fairhope!**',mobile.craigslist.org/reb/5954220017.html,595000
b'**Absolute Stunner in Spanish Fort Estates!**',mobile.craigslist.org/reb/5954247962.html,309000
b'**Pool Paradise in Silverwood Subdivision**',mobile.craigslist.org/reb/5954247814.html,164500
b'**Fabulous Brick Home on Huge Countryside Lot in Loxley!**',mobile.craigslist.org/reb/5954240111.html,151700
"b'**Brick Home with HUGE Back Deck in Blackwater Lakes, Loxley!**'",mobile.craigslist.org/reb/5954248028.html,139900
b'**Escapades North Gulf View Duplex Condo**',mobile.craigslist.org/reb/5954239908.html,990000
"b'**Picture Perfect Home in Sedona Subdivision, Daphne!**'",mobile.craigslist.org/reb/5954219682.html,227900
b'**PRIME RIVERFRONT PROPERTY**',mobile.craigslist.org/reb/5954219543.html,691700
b'**Outer-Fairhope Home with Huge Bonus Room on Nearly 3 Acres!**',mobile.craigslist.org/reb/5954240312.html,285000
"b""**A Gentleman's Farm in Robertsdale**""",mobile.craigslist.org/reb/5954240017.html,545000
b'**Completely Remodeled Home Within Walking Distance of Mobile Bay!**',mobile.craigslist.org/reb/5954219891.html,679000
"b'**Adorable Cottage in Spring Grove, Mobile!**'",mobile.craigslist.org/reb/5954219784.html,132000
"b'OPEN HOUSE - Sunday, January 15th 2 to 4PM on White Avenue, Fairhope'",mobile.craigslist.org/reb/5955663085.html,679000
"b'OPEN HOUSE - Sunday, January 15th 1-3 PM on Rhett Drive, Spanish Fort'",mobile.craigslist.org/reb/5955656322.html,685000
"b'OPEN HOUSE - Saturday, January 14th\t12 to 2PM on Adams St Robertsdale'",mobile.craigslist.org/reb/5955663251.html,289900
"b'OPEN HOUSE - Sunday, January 15th 12 to 3PM on Greenwood Ave. Fairhope'",mobile.craigslist.org/reb/5955663499.html,279900
"b'Spanish Fort, AL Home for Sale - 4bd 3ba'",mobile.craigslist.org/reb/5927442909.html,472110
b'3bd 2ba Home for Sale in Daphne',mobile.craigslist.org/reb/5927433149.html,253985
b'4bd 3ba Home for Sale in Daphne',mobile.craigslist.org/reb/5923247356.html,272000
"b'Mobile Home For Sale, Theodore'",mobile.craigslist.org/reo/5959475944.html,0
b'Mini Farm  8 Acres',mobile.craigslist.org/reo/5959053182.html,0
b'Home for Rent 4709 Barbara Mitchell Drive Close To South Alabama',mobile.craigslist.org/reo/5943077450.html,0
b'small house needs inside finished',mobile.craigslist.org/reo/5924100486.html,0
b'Cottage Hill 4/2',mobile.craigslist.org/reo/5922826851.html,185000
b'luxury home close to attractions',mobile.craigslist.org/reb/5925052173.html,179000
"b'VACANT LOT FSBO $34,900.00'",mobile.craigslist.org/reo/5949751134.html,0
b'House / Mobilehome',mobile.craigslist.org/reo/5958701036.html,0
b'Residential Lots in Grand Bay For Sale',mobile.craigslist.org/reb/5939119981.html,0
b'Elegant 4 Bedroom Pool Home in Skyline Woods Mobile AL',mobile.craigslist.org/reb/5958480786.html,247000
b'Completely Remodeled 3 Bedroom Home on White Avenue Fairhope',mobile.craigslist.org/reb/5958480370.html,679000
"b'Vast, Beautiful 4 Bedroom Home with In-Ground Pool in Lake Forest!'",mobile.craigslist.org/reb/5958480494.html,205000
b'Escapades North Gulf View  4 Bedroom Duplex Condo',mobile.craigslist.org/reb/5958486855.html,990000
b'Premium Lot on Johnson Avenue Fairhope AL',mobile.craigslist.org/reb/5958455716.html,159000
b'Gorgeous Lot in Fruit &amp; Nut District Fairhope AL',mobile.craigslist.org/reb/5958470329.html,239000
b'Creole-Style 3 Bedroom Home Loaded with Upgrades',mobile.craigslist.org/reb/5958487070.html,147900
b'Luxury Fort Morgan Gulf Front 4 Bedroom Duplex Condo',mobile.craigslist.org/reb/5958486953.html,1090000
"b'Adorable 3 Bedroom Cottage in Spring Grove, Mobile!'",mobile.craigslist.org/reb/5958487185.html,132000
"b'3 Bedroom Brick Home with HUGE Back Deck in Blackwater Lakes, Loxley!'",mobile.craigslist.org/reb/5958480576.html,139900
"b""A Gentleman's 40 Acres Farm in Robertsdale""",mobile.craigslist.org/reb/5958486761.html,545000
b'4 Bedroom Home Located on cul-de-sac in River Mill Fairhope AL',mobile.craigslist.org/reb/5958469892.html,204900
b'Attractive 3 Bedroom Brick Home in Popular Lake Forest Subdivision',mobile.craigslist.org/reb/5958470017.html,170000
b'Family Accommodating 3 Bedroom Home in Silverwood Subdivision Fairhope',mobile.craigslist.org/reb/5958480680.html,164500
b'Fabulous 3 Bedroom Brick Home on Huge Countryside Lot in Loxley!',mobile.craigslist.org/reb/5958470227.html,151700
b'High-End Estate 4 Bedroom Home Overlooking the Lakewood Golf Course!',mobile.craigslist.org/reb/5958470133.html,1750000
"b'Picture Perfect 3 Bedroom Home in Sedona Subdivision, Daphne!'",mobile.craigslist.org/reb/5958455850.html,227900
"b'Lovely, Spacious, Move in ready 4 Bedroom Home in Rock Creek Fairhope'",mobile.craigslist.org/reb/5958456028.html,399900
b'3 Bedroom Mobile Home on 7+ Acres in Robertsdale!',mobile.craigslist.org/reb/5958455635.html,139000
b'Outer-Fairhope 4 Bedroom Home with Huge Bonus Room on Nearly 3 Acres!',mobile.craigslist.org/reb/5958455930.html,285000
b'Dog River Condo For Sale',mobile.craigslist.org/reo/5948670086.html,66500
"b'Foley AL. (New Home Just Completed.Reduced!! $167,900. Welborn Lake.'",mobile.craigslist.org/reo/5958219916.html,167900
"b'Custom built, 4br/3b in Daphne'",mobile.craigslist.org/reb/5923242605.html,272090
b'Custom Build in Fairhope. 5 bedroom under 400k',mobile.craigslist.org/reb/5923253835.html,389615
b'Custom build in Brookhaven',mobile.craigslist.org/reb/5921917810.html,272260
b'Beautiful Home w/ Huge Lot on Cul de Sac in West Mobile',mobile.craigslist.org/reb/5957972676.html,158500
b'PRICE REDUCED! Charming Midtown Cottage',mobile.craigslist.org/reb/5922211427.html,114900
b'3.7 ACRES AND MOBILE HOME',mobile.craigslist.org/reo/5957828041.html,0
b'3.7 ACRES AND MOBILE HOME',mobile.craigslist.org/reo/5957826862.html,0
"b""STEAL MY HOUSE! I'M WILLING  TO SELL CHEAP""",mobile.craigslist.org/reo/5957766648.html,0
b'upper delta land for sale',mobile.craigslist.org/reo/5957647064.html,0
b'Open House',mobile.craigslist.org/reb/5957642678.html,184000
"b'Atmore, AL! HOUSE w Detached Garage on 1 ACRE  $159,900'",mobile.craigslist.org/reb/5919570575.html,159900
"b'Lake-Front Lot, Owner Financed, Loxley, $59,900'",mobile.craigslist.org/reb/5922220333.html,0
b'Fixer Upper: This Home needs WORK',mobile.craigslist.org/reb/5957585117.html,210000
"b'ATMORE, AL! 500 South Pensacola Avenue! $299900'",mobile.craigslist.org/reb/5919593533.html,299900
"b'ATMORE, AL ESTABLISHED BUFFET RESTAURANT  907 W NASHVILLE $90,000'",mobile.craigslist.org/reb/5920658789.html,0
b'I need to sell this house in Semmes ASAP',mobile.craigslist.org/reo/5957463657.html,0
"b'80 Acres in Daphne, AL'",mobile.craigslist.org/reb/5920905501.html,0
b'24 Acres on Hwy 98 in Fairhope',mobile.craigslist.org/reb/5921771571.html,0
"b'Lake-Front Lot, Owner Financed, Loxley, $59,900'",mobile.craigslist.org/reb/5922207874.html,0
"b'Beautiful 3 bed 2 bath, huge lot!'",mobile.craigslist.org/reo/5957117015.html,142000
b'**Fairhope Bay Front Lot**',mobile.craigslist.org/reb/5957058157.html,150000
"b'**Peaceful, Comfortable Home in Bay Branch Villas**'",mobile.craigslist.org/reb/5957057942.html,185500
b'**Creole-Style Beauty on 5.5 Acres in Fairhope!**',mobile.craigslist.org/reb/5957058059.html,500000
b'**Beautiful Craftsman Home walking distance to Fairhope!**',mobile.craigslist.org/reb/5957058287.html,638000
b'Elegant 4 Bedroom Home on 9.5 Pristine Acres of Land in Fairhope',mobile.craigslist.org/reb/5957058414.html,595000
b'**Beautiful Brick Home in Wakefield Spanish Fort**',mobile.craigslist.org/reb/5957036734.html,283990
b'**Mobile Investment Opportunity!**',mobile.craigslist.org/reb/5957037104.html,139900
"b'Very Unique 3 Bedroom Home on North Main Street, Daphne'",mobile.craigslist.org/reb/5957036998.html,500000
b'**Beautiful Home w/ Acreage and In-Law-Suite in Greenbranch Estates**',mobile.craigslist.org/reb/5957036916.html,379900
b'Stunningly Beautiful 3 Bedroom Home in Spanish Fort Estates',mobile.craigslist.org/reb/5957036826.html,309000
b'**4 Bedroom Pool Home on Corner Lot!**',mobile.craigslist.org/reb/5957013722.html,299900
b'**Completely Remodeled on Fish River!**',mobile.craigslist.org/reb/5957013494.html,519900
"b'1.75 Acres Prime Riverfront Property in Fish River, Summerdale'",mobile.craigslist.org/reb/5956995447.html,691700
"b'**Classy and Luxurious, Overlooking Fish River!**'",mobile.craigslist.org/reb/5957013412.html,899000
b'**Luxury Fairhope Living Steps from Mobile Bay!**',mobile.craigslist.org/reb/5957013814.html,985000
b'**Breathtaking Views &amp; Luxurious Comfort on Cotton Bayou!**',mobile.craigslist.org/reb/5957013623.html,1150000
b'**Picture Perfect in The Oaks at Westlake!**',mobile.craigslist.org/reb/5956995527.html,194900
b'**Cute Old Daphne cottage with deeded bay access**',mobile.craigslist.org/reb/5956995348.html,169900
"b'OPEN HOUSE - January 14 &amp; 15, 1-4 PM on Liberty Street Fairhope AL'",mobile.craigslist.org/reb/5956995601.html,499000
b'**Commercial Property with Acreage &amp; Home in Loxley**',mobile.craigslist.org/reb/5956995265.html,599000
"b'Commercial Land PRICE REDUCED to  $1,200,000'",mobile.craigslist.org/reb/5920519103.html,0
"b'24 Acres of Land  on Hwy 98, Fairhope'",mobile.craigslist.org/reb/5920954084.html,0
b'Trailer/Hunting Camp in Coffeeville',mobile.craigslist.org/reo/5923803549.html,0
"b'Daphne, AL Home for Sale - 4bd 3ba'",mobile.craigslist.org/reb/5921928271.html,269280
b'Mobile Home',mobile.craigslist.org/reo/5933648902.html,16850
b'MUST SELL HOUSE',mobile.craigslist.org/reo/5956310541.html,0
b'PRICE REDUCED! ONO ISLAND CANAL HOME',mobile.craigslist.org/reo/5956279144.html,699000
b'Thickly wooded 2.4+ Acre Parcel East of Robertsdale Owner Finance!',mobile.craigslist.org/reb/5920462577.html,39900
b'Lot Available with Owner Financing in Loxley; Close to Malbis!',mobile.craigslist.org/reb/5920505765.html,29900
b'2 Bedroom 1 Bath Home On Cody Rd Close to USA School',mobile.craigslist.org/reb/5919286885.html,59900
b'3 Bedroom 2 Bath Home on 2.12 Acres',mobile.craigslist.org/reb/5919277302.html,84900
b'40 Acres with Natural Pond Site',mobile.craigslist.org/reb/5956159591.html,199900
b'2.5-40  ACRES PRIME PROPERTY',mobile.craigslist.org/reb/5956154946.html,21900
b'6 Acres Georgetown',mobile.craigslist.org/reb/5956151224.html,39900
b'Stunning Views 0.5 Acre Lot',mobile.craigslist.org/reb/5956147186.html,17900
b'ACREAGE 7.5 ACRES',mobile.craigslist.org/reb/5956144661.html,49900
b'6.6 Ac Close In With Pond Site',mobile.craigslist.org/reb/5956141076.html,45000
b'0.5 Acre Recorded Lot',mobile.craigslist.org/reb/5956138155.html,19900
"b'3/2 Quiet/Semmes, AL'",mobile.craigslist.org/reb/5956133925.html,1100
b'9.6 Acres Georgetown Parcel C',mobile.craigslist.org/reb/5956130332.html,59000
b'3.0 Acres Chunchula Estates',mobile.craigslist.org/reb/5956092352.html,24500
b'Bring the Horses',mobile.craigslist.org/reb/5956087129.html,67500
b'Forrest Ridge 4 PARCELS REMAINING',mobile.craigslist.org/reb/5956081221.html,34000
b'ATTENTION LANDLORDS! Make Instant Money On This Home',mobile.craigslist.org/reo/5956037424.html,0
b'3bd 1bth House For Sale',mobile.craigslist.org/reb/5955890283.html,58500
b'**Adorable &amp; Super Affordable in Robertsdale**',mobile.craigslist.org/reb/5955689343.html,139900
"b'**Great Home with In-Ground Pool in Briarwood Parke, Foley!**'",mobile.craigslist.org/reb/5955676400.html,249000
b'**Entertainers Dream in Citronelle**',mobile.craigslist.org/reb/5955688485.html,138000
"b'**Great Brick Home with New Roof in Edgewood Place, Mobile!**'",mobile.craigslist.org/reb/5955688683.html,114900
"b'**Cozy Cottage in Airey Heights Subdivision, Fairhope!**'",mobile.craigslist.org/reb/5955688589.html,229000
b'CASH INVESTORS! Perfect Cottage For Rental or Flip!',mobile.craigslist.org/reb/5955699354.html,0
b'**Nearly Ten Acres of Prime Commercial Property on Highway 59!**',mobile.craigslist.org/reb/5955676307.html,1500000
b'**Custom Home in Stone Quarry with Endless Pool and Deeded Boat Slip**',mobile.craigslist.org/reb/5955688754.html,539000
"b'**Pristine Home in Greythorne Estates, Fairhope!**'",mobile.craigslist.org/reb/5955676573.html,234000
b'**Great Home with Huge Detached Bonus Room in Downtown Silverhill!**',mobile.craigslist.org/reb/5955676648.html,182500
b'**Farmhouse on Nearly 7 Acres in Robertsdale!**',mobile.craigslist.org/reb/5955676498.html,229900
b'House for sale',mobile.craigslist.org/reo/5955682567.html,65000
"b'OPEN HOUSE - Saturday, January 14th\t1-3 PM on Jacob Court, Fairhope'",mobile.craigslist.org/reb/5955663346.html,204900
"b'OPEN HOUSE - Saturday, January 14th 1-3 PM on Michocaun Circle, Daphne'",mobile.craigslist.org/reb/5955655380.html,170000
"b'OPEN HOUSE - Saturday, January 14th\t1-3 PM on Kirkland Lane, Loxley'",mobile.craigslist.org/reb/5955656596.html,151700
"b'OPEN HOUSE - Saturday, January 14th\t1 to 4PM on Liberty St Fairhope'",mobile.craigslist.org/reb/5955663415.html,499000
"b'OPEN HOUSE - Saturday, January 14th\t12 to 2PM on Greenwood Dr Daphne'",mobile.craigslist.org/reb/5955656686.html,0
"b'OPEN HOUSE - Saturday, January 14th\t12 to 2PM on Skywood Drive, Mobile'",mobile.craigslist.org/reb/5955656491.html,247000
b'Wonderful Three Bedroom in Foley!',mobile.craigslist.org/reb/5955431718.html,159000
b'8 Unit Town House for Sale',mobile.craigslist.org/reo/5955428355.html,379000
"b'Land available in Castleberry, AL (ID #270285)'",mobile.craigslist.org/reo/5955329177.html,8000
b'New home in Fairhope for rent',mobile.craigslist.org/reb/5951941133.html,2250
"b'2-LOTS-Warehouse, Concrete Pad...'",mobile.craigslist.org/reb/5919135831.html,57000
b'Custom Home in Daphne. Close to Schools',mobile.craigslist.org/reb/5921923167.html,269520
b'Grab this deal. . . I should say STEAL',mobile.craigslist.org/reo/5954906982.html,0
b'STICKER SHOCK (10K OFF)',mobile.craigslist.org/reo/5954643522.html,0
b'Motel Chain for sale',mobile.craigslist.org/reb/5954413009.html,0
b'3 Lots For Sale in Semmes AL',mobile.craigslist.org/reo/5939667961.html,0
b'Seller Financing! 3 bedroom 2 bath Move in Condition',mobile.craigslist.org/reo/5954084910.html,54900
b'Calling Contractors &amp; Investors!',mobile.craigslist.org/reo/5953775508.html,0
b'Priced to Sell in Tally',mobile.craigslist.org/reb/5941996277.html,0
b'Fowl River lot  $23k with boat slip',mobile.craigslist.org/reo/5924334430.html,
b'Priced for a 7-day sale',mobile.craigslist.org/reo/5953474688.html,0
b'2ea 1/2  Acre Lot in Point Clear',mobile.craigslist.org/reo/5953361765.html,0
b'Perdido Beach Water Access',mobile.craigslist.org/reb/5953298236.html,64900
"b'1+ Acre, Walk to Downtown Fairhope $102,000'",mobile.craigslist.org/reb/5916505477.html,0
"b""STEAL MY HOUSE! I'M WILLING  TO SELL CHEAP""",mobile.craigslist.org/reo/5953203615.html,0
b'For Sale! .42 Acre Land with 75 feet of Road Frontage',mobile.craigslist.org/reb/5952806873.html,150000
b'For Sale! 3 Bedroom Home with Sunroom in Greenwood Park!',mobile.craigslist.org/reb/5952806369.html,284000
b'For Sale! 3 Bedroom Home on a Quiet Street in Bay Branch Villas',mobile.craigslist.org/reb/5952806627.html,185500
"b'PRICE REDUCED - 4 BR Home on 3 Acres in Blakeley Forest, Spanish Fort'",mobile.craigslist.org/reb/5952806772.html,685000
b'For Sale! 4 Bedroom Home on a Corner Lot in Sought After Sehoy',mobile.craigslist.org/reb/5952762580.html,299900
b'For Sale! 4 Bedroom Home Situated on the banks of Fish River',mobile.craigslist.org/reb/5952789692.html,899000
b'For Sale! 4 Bedroom Home with a Floor Plan Designed for Entertaining',mobile.craigslist.org/reb/5952806498.html,985000
b'For Sale! 3 Bedroom Home in the Fruit and Nut District of Fairhope',mobile.craigslist.org/reb/5952789406.html,499000
b'For Sale! 4 Bedroom Home with High Ceiling in Dramatic Living Room',mobile.craigslist.org/reb/5952789531.html,283990
b'For Sale! 5 Bedroom Home Overlooking the Wider Banks of Fish River',mobile.craigslist.org/reb/5952770716.html,925000
b'House',mobile.craigslist.org/reo/5952809457.html,0
b'For Sale! 4 Bedroom Home with Acreage and In-Law-Suite',mobile.craigslist.org/reb/5952763233.html,379900
b'For Sale! 4 Bedroom Home and Commercial Property with Acreage',mobile.craigslist.org/reb/5952789145.html,599000
b'For Sale! 4 Bedroom Home in The Oaks at Westlake!',mobile.craigslist.org/reb/5952770850.html,194900
"b'For Sale! 4 Bedroom Home Overlooking Cotton Bayou in Orange Beach, AL'",mobile.craigslist.org/reb/5952771249.html,1150000
b'For Sale! 3 Bedroom Home Situated Right on County Road 64!',mobile.craigslist.org/reb/5952771009.html,149900
b'For Sale! 5 Bedroom Home Designed for Large Family Living',mobile.craigslist.org/reb/5952763113.html,289900
b'For Sale! 4 Bedroom Starter Home or Investment Property in Mobile',mobile.craigslist.org/reb/5952762942.html,139900
"b'For Sale! 2 Bedroom Bayfront Condo in Sunset Bay Villas, Daphne AL!'",mobile.craigslist.org/reb/5952789279.html,105000
b'For Sale! 3 Bedroom Home with Deeded Bay Access in Old Daphne  AL',mobile.craigslist.org/reb/5952771125.html,169900
b'For Sale! 4 Bedroom Craftsman Home walking distance to Fairhope!',mobile.craigslist.org/reb/5952762687.html,638000
b'Property Investors Wanted!!',mobile.craigslist.org/reo/5952734387.html,0
b'Lakefront 3BR Home on 2 Private Acres!!',mobile.craigslist.org/reb/5952293115.html,299000
b'Stunning 3BR Cedar Log Chalet!!',mobile.craigslist.org/reb/5952282699.html,625000
"b""5BR Mediterranean Sophistication at it's Finest!!""",mobile.craigslist.org/reb/5952273438.html,2250000
b'Cute Cottage off DIP',mobile.craigslist.org/reb/5917909304.html,58900
b'Fowl River',mobile.craigslist.org/reb/5917905100.html,234000
"b'20K Instant Equity ""WOW"" Factor'",mobile.craigslist.org/reo/5952032151.html,0
b'2 bed 1 bath 850 Galoway ave',mobile.craigslist.org/reo/5918903475.html,0
b'!RENT TO OWN DAPHNE!',mobile.craigslist.org/reo/5951787242.html,139000
b'Great Foreclosure Deal!! Cleared lot with beautiful oaks! (BWE II 18)',mobile.craigslist.org/reb/5915980587.html,14000
b'Want 2-7 Acres Near Moffett Road?? Look here!! (FHW)',mobile.craigslist.org/reo/5915999565.html,29000
b'*FORECLOSURE* 10 Acres with Public water &amp; Owner Financing (TVF 1)',mobile.craigslist.org/reb/5916008574.html,49000
b'Large level building lots with numerous amenities included (BRW)',mobile.craigslist.org/reo/5916004917.html,19900
"b'Level lots on paved road, manufactured homes allowed (MW)'",mobile.craigslist.org/reb/5915984903.html,0
b'Commercial Corner Lot on Paved County Road!! (PLP2nd26)',mobile.craigslist.org/reb/5915989518.html,39000
b'GREAT Real Estate Deals For Investors',mobile.craigslist.org/reo/5920344770.html,0
b'I HAVE to sell this house',mobile.craigslist.org/reo/5951740800.html,0
b'Almost of acre w/ a nice Mobile home in a safe and Quiet area! \xf0\x9f\x8c\xb4',mobile.craigslist.org/reo/5917988405.html,38000
b'Do you like parties?',mobile.craigslist.org/reo/5951445284.html,240000
b'Mortgages for sale',mobile.craigslist.org/reo/5951307315.html,0
b'Home for Rent in Mobile (Springhill Area)',mobile.craigslist.org/reo/5920278729.html,0
"b'PRICE DROP! $105,900 3BR/2BA West Mobile Home For Sale'",mobile.craigslist.org/reb/5951286869.html,109900
